time,freemem@tsung_controller@ip-172-31-28-236 
0,3521.6328125 
10,3521.6328125 
20,3521.6328125 
30,3521.6328125 
40,3521.6328125 
50,3521.6328125 
60,3521.6328125 
70,3521.6328125 
80,3521.6328125 
90,3520.65234375 
100,3519.67578125 
110,3518.8203125 
120,3518.4296875 
130,3518.2734375 
140,3518.125 
150,3516.65625 
160,3514.19140625 
170,3513.91796875 
180,3513.91796875 
190,3512.09375 
200,3511.88671875 
210,3510.9765625 
220,3509.8046875 
230,3508.96484375 
240,3508.96484375 
250,3508.62109375 
253,3508.51171875 
