time,freemem@tsung_controller@ip-172-31-31-18 
0,3521.70703125 
10,3520.53125 
20,3508.12109375 
30,3508.12109375 
40,3503.5546875 
50,3494.54296875 
60,3491.67578125 
70,3482.8828125 
80,3479.94140625 
90,3478.46484375 
100,3476.43359375 
110,3463.8046875 
120,3450.25 
130,3448.19140625 
140,3447.296875 
150,3446.16015625 
160,3444.37890625 
170,3443.4453125 
180,3441.88671875 
190,3439.96484375 
200,3438.328125 
210,3423.25390625 
220,3419.47265625 
230,3404.8828125 
240,3399.64453125 
250,3396.8046875 
260,3395.1328125 
270,3393.65625 
280,3385.171875 
290,3375.453125 
300,3374.35546875 
310,3373.75 
320,3344.3046875 
330,3341.17578125 
340,3339.6875 
350,3339.6875 
360,3339.6875 
370,3339.6875 
380,3339.6875 
390,3339.6875 
400,3339.6875 
407,3339.6875 
